SpeciesAuthor,Authors,Journal,YearPublication,DOI.ISBN,Continent,Country,MatrixPopulation,Lat,Lon,Lat_Corr,Lon_Corr,Coord_Comment,Ecoregion,Ecoregion_Corr,Ecoregion_Comment
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site91;  9 - 10 years after fire,27.167,-81.350,27.12328133,-81.3620501,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site91;  10 - 11 years after fire,27.167,-81.350,27.12328133,-81.3620501,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site91;  11 - 12 years after fire,27.167,-81.350,27.12328133,-81.3620501,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site91;  12 - 13 years after fire,27.167,-81.350,27.12328133,-81.3620501,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Hypericum_cumulicola,Quintana-Ascencio; Menges; Weekley,Cons Biol,2003,10.1046/j.1523-1739.2003.01431.x,N America,USA,Site93;  > 21 years after fire,27.167,-81.350,27.12136792,-81.36190474,from Pedro Quintana-Ascencio <Pedro.Quintana-Ascencio@ucf.edu>,TCF,NA,NA
Trillium_ovatum,Ream,PhD thesis,2011,NA,N America,USA,"Big Creek, Bitterroot Valley (Bitterroot National Forest)",46.451,-114.201,46.46466667,-114.2112333,thesis pg. 41,TCF,NA,NA
Trillium_ovatum,Ream,PhD thesis,2011,NA,N America,USA,"Grant Creek, Missoula Valley (Lolo National Forest)",46.984,-113.983,46.98885,-113.9844333,thesis pg. 41,TCF,NA,NA
Trillium_ovatum,Ream,PhD thesis,2011,NA,N America,USA,"Spring Gulch, Rattlesnake drainage (Lolo National Forest)",46.934,-113.967,46.9416,-113.9695167,thesis pg. 41,TCF,NA,NA
Eriogonum_longifolium_var._gnaphalifolium_2,Satterthwaite; Menges; Quintana-Ascencio,Ecol Appl,2002,10.1890/1051-0761(2002)012[1672:ASBPVI]2.0.CO;2,N America,USA,Unburned,27.183,-81.350,NA,NA,coords look good,TCF,NA,NA
Eriogonum_longifolium_var._gnaphalifolium_2,Satterthwaite; Menges; Quintana-Ascencio,Ecol Appl,2002,10.1890/1051-0761(2002)012[1672:ASBPVI]2.0.CO;2,N America,USA,Burned,27.183,-81.350,NA,NA,coords look good,TCF,NA,NA
Eriogonum_longifolium_var._gnaphalifolium_2,Satterthwaite; Menges; Quintana-Ascencio,Ecol Appl,2002,10.1890/1051-0761(2002)012[1672:ASBPVI]2.0.CO;2,N America,USA,After burn,27.183,-81.350,NA,NA,coords look good,TCF,NA,NA
Cypripedium_fasciculatum,Thorpe; Stanley; Kayne; Latham,Report,2011,NA,N America,USA,Region 3,42.333,-123.517,NA,NA,no response from author (regions quite broad),TCF,NA,NA
Cypripedium_fasciculatum,Thorpe; Stanley; Kayne; Latham,Report,2011,NA,N America,USA,Region 4,42.250,-123.167,NA,NA,no response from author (regions quite broad),TCF,NA,NA
Cypripedium_fasciculatum,Thorpe; Stanley; Kayne; Latham,Report,2011,NA,N America,USA,Region 5,42.333,-122.450,NA,NA,no response from author (regions quite broad),TCF,NA,NA
Cleistes_divaricata_var._bifaria,Wells; Willems,Book,1991,10.2307/2261246,N America,USA,Morningside Nature Center,29.650,-82.283,NA,NA,PB requested book via ILL (two BigIsland sites far apart),TBM,NA,NA
Cleistes_divaricata_var._bifaria,Wells; Willems,Book,1991,10.2307/2261246,N America,USA,Big Island,29.650,-82.283,NA,NA,PB requested book via ILL (two BigIsland sites far apart),TBM,NA,NA
Cleistes_divaricata_var._bifaria,Wells; Willems,Book,1991,10.2307/2261246,N America,USA,Beavers Meadow,39.268,-79.918,NA,NA,PB requested book via ILL (two BigIsland sites far apart),TBM,NA,NA
Cleistes_divaricata_var._divaricata,Wells; Willems,Book,1991,10.2307/2261246,N America,USA,Big Island,34.083,-78.300,NA,NA,PB requested book via ILL (two BigIsland sites far apart),TBM,NA,NA
